timestep,object1,object2,y_bottom,y_center,y_top,area_1d,area_2d,intersection_1d,intersection_2d,spurious_intersection,shape_type
124.0,97,182,0.7415033130227794,0,0.7567071971689056,3.40330948889186e-07,9.701233508875195,True,True,False,rect
124.0,53,154,0.17283102527903724,0,0.2889387106884178,0.004824715777316984,137529.93817591906,True,True,False,rect
125.0,112,156,0.47977937438790474,0,0.5102570353353741,0.0050162794558396085,142990.5170119799,True,True,False,rect
125.0,82,223,-0.03016462581294592,0,0.09462251990359527,0.0008135524686992654,23190.55170986658,True,True,False,rect
125.0,156,207,0.4701834074978472,0,0.4924741621535902,0.0008265218793911432,23560.24856594872,True,True,False,rect
125.0,29,255,0.541444494918247,0,0.7833763517001974,0.0038052028747704277,108468.42389625018,True,True,False,rect
125.0,207,284,0.4367060869905341,0,0.48115691085355666,0.00369182243985232,105236.48134801746,True,True,False,rect
125.0,97,112,0.48411369639385743,0,0.5149403455205765,0.0006496543609418142,18518.588082652263,True,True,False,rect
125.0,112,182,0.48411369639385743,0,0.5102570353353741,0.004406039081496752,97801.31339833057,True,True,False,rect
125.0,53,154,0.1385764336482847,0,0.39298082011959634,0.007897791336410867,225128.8582281641,True,True,False,rect
126.0,64,112,0.5844522907700653,0,0.6195524430047566,0.0003513644398519944,10015.746402558747,True,True,False,rect
126.0,182,207,0.5317487535303532,0,0.5831056543927516,0.0058741218146263095,167443.56502844757,True,True,False,rect
126.0,112,156,0.5422346257017554,0,0.6160176469164202,0.0024269515068226825,69180.96445356202,True,True,False,rect
126.0,82,223,0.023972756352483755,0,0.10185430563815787,2.85681354087683e-05,814.3430830835326,True,True,False,rect
126.0,156,182,0.5317487535303532,0,0.5884972099481032,0.005611253277870678,159950.42029682986,True,True,False,rect
126.0,156,207,0.5417965114738293,0,0.5884972099481032,0.02452261721459751,431776.6981677859,True,True,False,rect
127.0,112,194,0.16065136803586155,0,0.20713375940932832,0.0010867337998777045,0.0,True,False,True,rect
127.0,207,284,0.34822433237796335,0,0.5671093043556831,0.020097516741609575,572885.6087142532,True,True,False,rect
127.0,97,112,0.16065136803586155,0,0.20930845243786214,6.240378502876894e-05,1778.8381933849942,True,True,False,rect
127.0,112,287,0.16065136803586155,0,0.20728759786324047,0.015624245591075033,28033.66702550758,True,True,False,rect
127.0,137,284,0.24654258229521459,0,0.48514874497431915,0.030267906755386365,862795.5587252115,True,True,False,rect
127.0,156,182,0.5668459535925259,0,0.664339436159615,0.002779018644656746,79216.74146813943,True,True,False,rect
127.0,156,207,0.45165288373830287,0,0.6279010113512362,0.0001580104578943183,4504.134442908621,True,True,False,rect
127.0,194,287,0.1795429849705909,0,0.20728759786324047,0.00015651472771044246,4461.49821442806,True,True,False,rect
127.0,113,288,0.8393414829392759,0,0.8832607611372114,0.0017930579971318357,51111.64405842193,True,True,False,rect
127.0,97,287,0.1810933500908697,0,0.20930845243786214,0.00015470685737605647,0.0,True,False,True,rect
127.0,55,287,0.1810933500908697,0,0.23364980457984325,0.00012108500817212705,3451.5636685239124,True,True,False,rect
127.0,55,112,0.16065136803586155,0,0.23364980457984325,2.8781935824839517e-05,0.0,True,False,True,rect
127.0,64,287,0.1810933500908697,0,0.21037561429567114,0.00037254104498981233,10619.39174248851,True,True,False,rect
127.0,64,112,0.16065136803586155,0,0.21037561429567114,0.0002802379726425248,7988.265594992494,True,True,False,rect
127.0,53,156,0.5323507910228606,0,0.8264487052239047,0.036633034655225855,0.0,True,False,True,rect
127.0,53,182,0.5323507910228606,0,0.8264487052239047,0.024642073529683804,0.0,True,False,True,rect
127.0,55,97,0.20702975310094704,0,0.23364980457984325,0.001333597752945119,17441.969783239958,True,True,False,rect
127.0,64,97,0.20666669612159078,0,0.21037561429567114,0.0013672196021490483,0.0,True,False,True,rect
127.0,53,207,0.45165288373830287,0,0.8264487052239047,0.02085510799969326,594480.9697045891,True,True,False,rect
127.0,55,64,0.20666669612159078,0,0.23364980457984325,0.001973894867630514,0.0,True,False,True,rect
128.0,11,226,0.6221277405913418,0,0.6402924591024391,0.0018190419122913661,51852.32317847881,True,True,False,rect
128.0,113,194,0.336606675677926,0,0.38516524787822215,0.0007556380685900097,0.0,True,False,True,rect
128.0,11,290,0.6221960897136408,0,0.6500435501096236,0.00028672232870706726,8173.104065567413,True,True,False,rect
128.0,112,287,0.2381592185089763,0,0.3137961206811006,0.024653619339447964,200831.1787292186,True,True,False,rect
128.0,55,113,0.31014398680434596,0,0.38516524787822215,0.0018706810671462115,53324.31282604677,True,True,False,rect
128.0,55,97,0.31014398680434596,0,0.3397244774565029,0.0005600217252107899,0.0,True,False,True,rect
128.0,55,287,0.27191426317994466,0,0.3397244774565029,0.0017157851648063145,48908.95931077261,True,True,False,rect
128.0,97,287,0.27191426317994466,0,0.31379612070331814,8.452655063371549e-05,2409.4544948897146,True,True,False,rect
128.0,97,112,0.2381592185089763,0,0.31379612070331814,0.0005600217118802532,15963.583514592145,True,True,False,rect
128.0,55,112,0.2381592185089763,0,0.3397244774565029,0.002191280326052852,0.0,True,False,True,rect
128.0,55,194,0.31014398680434596,0,0.34095821325947634,1.5396586805927508e-05,438.8842222567579,True,True,False,rect
129.0,156,284,0.6870389157923962,0,0.7290322864151149,0.007278863865453965,207486.1491556984,True,True,False,rect
129.0,11,194,0.5249471683167904,0,0.5551668375867603,1.8768811793946227e-05,535.010515309837,True,True,False,rect
129.0,11,288,0.5249554835815194,0,0.5552253126313644,6.031638353756425e-05,1719.3362181197595,True,True,False,rect
129.0,11,12,0.5249554835815194,0,0.5551668375867603,0.0018518106662539315,0.0,True,False,True,rect
129.0,55,287,0.2969795134269496,0,0.37552265187973854,0.008840760244845237,252008.46350730938,True,True,False,rect
129.0,112,287,0.18600279824139893,0,0.3502109985790116,0.013202665301231133,376345.8463546628,True,True,False,rect
129.0,12,290,0.5339319523534921,0,0.5486980352510767,0.0014215660543696813,40522.15730874989,True,True,False,rect
129.0,11,226,0.5249554835815194,0,0.5551668375867603,0.004089485238346868,97074.56975343662,True,True,False,rect
129.0,226,290,0.5346490267066325,0,0.5551484115421077,0.00021925946372814697,6250.055324934707,True,True,False,rect
129.0,226,288,0.5483326028115298,0,0.5552253126313644,4.926075674598538e-05,1404.192304945668,True,True,False,rect
129.0,11,290,0.5249554835815194,0,0.5551668375867603,0.008429405126666864,67581.62740933515,True,True,False,rect
129.0,156,182,0.6689863762510649,0,0.7288032040477415,0.0004293732893632492,12239.4115355168,True,True,False,rect
130.0,182,284,0.7671894429838244,0,0.7903456180814232,0.00040596559370473115,11572.168306000453,True,True,False,rect
130.0,55,112,0.11470266515823391,0,0.5720987337250791,0.0015510679927486593,44213.64801469731,True,True,False,rect
130.0,156,284,0.7671894429838244,0,0.8275668942094534,0.012582247795858403,264928.3680902693,True,True,False,rect
130.0,139,290,0.6609870913069817,0,0.6959422602306407,3.403309490224289e-07,9.701233508876879,True,True,False,rect
130.0,12,290,0.6894244902099472,0,0.6959422602306402,5.528910662633489e-15,0.0,True,False,True,rect
130.0,12,139,0.6609870913069817,0,0.6959422602306407,0.003910321681472443,82748.99099519395,True,True,False,rect
130.0,11,139,0.5875170345920766,0,0.6959422602306407,0.0004047389268959354,11537.201167833571,True,True,False,rect
130.0,115,210,0.7392815907601729,0,0.7518158885287216,0.001397755148278321,39843.42042169823,True,True,False,rect
130.0,11,226,0.5874722881801819,0,0.6616616561851416,0.0017267881375212944,49222.60227472275,True,True,False,rect
130.0,156,182,0.7671894429838244,0,0.8275668942094534,0.0017174228564061462,48955.64219011062,True,True,False,rect
130.0,112,287,0.18061171415689375,0,0.5720987337250791,0.08880584011632395,1121876.2068225695,True,True,False,rect
130.0,55,287,0.11470266515823391,0,0.3318720036210078,0.003501401554896588,99808.47817765336,True,True,False,rect
131.0,11,226,0.4441878130126644,0,0.6632616706953132,0.0008539843843536223,24343.07532382838,True,True,False,rect
131.0,11,55,0.44454145661892525,0,0.6632616706953132,0.10192163931569852,1776276.2485957851,True,True,False,rect
131.0,11,113,0.44454145661892525,0,0.6635262932852992,0.0014957009264067744,42635.39355113167,True,True,False,rect
131.0,227,257,0.04331074451413003,0,0.09757479436442164,1.8823417363120924e-05,536.5670322768758,True,True,False,rect
132.0,156,284,0.5862528054660807,0,0.6163038090734578,0.0003595139537547224,10248.05068636262,True,True,False,rect
132.0,11,55,0.6241641423810536,0,1.331791019967061,0.004416170894858852,125884.24648768338,True,True,False,rect
133.0,115,156,0.6006377760624599,0,0.6174970100275318,0.00040838442704069103,11641.117859168973,True,True,False,rect
134.0,226,227,0.2728702831586465,0,0.41697517186318717,0.019737578399399495,562625.460710477,True,True,False,rect
135.0,12,227,0.610291593967844,0,0.7570071105550374,0.00558874278804632,159308.75218535934,True,True,False,rect
135.0,12,156,0.5948576192300975,0,0.6606407651023053,3.761957143826465e-05,1072.3569127926496,True,True,False,rect
135.0,34,70,0.5521365865325977,0,0.556636632518817,1.0584538410740986e-05,301.7154086107399,True,True,False,rect
